P_ID,PName,Category,Specs1,Price
PD_21004704,Big,Fitness,local,365.77
PD_21004705,Prove,Home Appliance,theory,265.13
PD_21004706,Deal,Electronics,least,122.28
PD_21004707,Admit,Fitness,budget,220.81
PD_21004708,Number,Fitness,to,208.85
PD_21004709,Air,Fashion,from,88.77
PD_21004710,Ago,Books,floor,413.32
PD_21004711,Window,Electronics,pattern,395.92
PD_21004712,Follow,Home Appliance,entire,74.87
PD_21004713,Must,Electronics,indeed,110.09
PD_21004714,Suffer,Books,trade,466.2
PD_21004715,Development,Fitness,recently,212.77
PD_21004716,Daughter,Books,team,134.22
PD_21004717,Step,Electronics,fund,264.47
PD_21004718,Surface,Fashion,where,407.38
PD_21004719,Feeling,Fitness,bag,342.08
PD_21004720,Continue,Electronics,president,379.46
PD_21004721,Expect,Fitness,at,21.9
PD_21004722,Above,Electronics,however,498.47
PD_21004723,Base,Fashion,plant,23.48
PD_21004724,Keep,Electronics,speak,19.33
PD_21004725,Example,Fashion,win,76.58
PD_21004726,Evidence,Electronics,military,28.94
PD_21004727,How,Books,pretty,226.72
PD_21004728,At,Fashion,person,152.32
PD_21004729,Its,Home Appliance,be,391.22
PD_21004730,View,Electronics,final,301.09
PD_21004731,Assume,Books,maintain,368.35
PD_21004732,Take,Electronics,take,58.32
PD_21004733,Consider,Fashion,take,237.85
PD_21004734,Page,Electronics,stage,20.29
PD_21004735,Another,Electronics,but,283.29
PD_21004736,Listen,Fashion,interesting,421.56
PD_21004737,Without,Electronics,hard,228.48
PD_21004738,Officer,Fashion,somebody,306.76
PD_21004739,Oil,Fitness,out,499.9
PD_21004740,He,Fitness,break,11.15
PD_21004741,Food,Electronics,film,35.85
PD_21004742,Entire,Fitness,happy,293.84
PD_21004743,Meeting,Electronics,eat,37.24
PD_21004744,Term,Home Appliance,trip,125.29
PD_21004745,Behind,Fashion,wind,430.8
PD_21004746,Land,Books,rock,202.26
PD_21004747,Each,Fitness,true,60.66
PD_21004748,Thought,Electronics,fish,83.82
PD_21004749,Process,Electronics,wide,367.6
PD_21004750,Crime,Fashion,notice,310.0
PD_21004751,Series,Books,respond,146.35
PD_21004752,Myself,Home Appliance,southern,262.18
PD_21004753,Republican,Home Appliance,laugh,419.47
PD_21004754,Position,Electronics,strategy,255.27
PD_21004755,Chance,Electronics,into,125.35
PD_21004756,Authority,Home Appliance,second,408.4
PD_21004757,Activity,Home Appliance,morning,409.67
PD_21004758,Young,Home Appliance,authority,344.12
PD_21004759,Thought,Electronics,because,20.45
PD_21004760,Board,Fitness,drug,323.63
PD_21004761,Detail,Books,model,454.95
PD_21004762,Nation,Electronics,begin,353.93
PD_21004763,Happen,Fitness,room,184.15
PD_21004764,Firm,Fashion,land,15.38
PD_21004765,Friend,Fashion,exactly,417.09
PD_21004766,Risk,Fitness,analysis,104.26
PD_21004767,Teacher,Electronics,blue,121.43
PD_21004768,Activity,Books,item,419.6
PD_21004769,Everything,Books,history,306.12
PD_21004770,Probably,Fitness,guess,330.22
PD_21004771,Man,Books,newspaper,364.31
PD_21004772,List,Home Appliance,woman,26.06
PD_21004773,Instead,Books,suddenly,82.61
PD_21004774,Keep,Fitness,ground,65.1
PD_21004775,Around,Fitness,meet,245.68
PD_21004776,Draw,Fitness,reflect,167.43
PD_21004777,Perform,Fashion,threat,384.83
PD_21004778,Decision,Electronics,TV,290.76
PD_21004779,Institution,Home Appliance,fall,221.46
PD_21004780,Popular,Home Appliance,enough,40.65
PD_21004781,Learn,Fitness,on,208.55
PD_21004782,Grow,Books,customer,264.72
PD_21004783,Quickly,Fitness,include,109.16
PD_21004784,Child,Fitness,human,52.36
PD_21004785,Red,Electronics,energy,73.09
PD_21004786,Might,Books,message,344.2
PD_21004787,Present,Books,similar,464.2
PD_21004788,Scientist,Home Appliance,account,164.04
PD_21004789,Usually,Fitness,once,440.04
PD_21004790,Affect,Electronics,top,184.28
PD_21004791,Magazine,Fashion,about,106.33
PD_21004792,Admit,Home Appliance,we,350.53
PD_21004793,Require,Electronics,single,50.12
PD_21004794,Management,Books,standard,120.11
PD_21004795,Factor,Fashion,eat,305.39
PD_21004796,Unit,Books,poor,442.48
PD_21004797,Major,Fitness,action,281.3
PD_21004798,Bag,Fitness,five,444.66
PD_21004799,Some,Books,hold,133.89
PD_21004800,Middle,Fitness,approach,487.34
PD_21004801,Foot,Fashion,catch,424.26
PD_21004802,For,Electronics,four,118.59
PD_21004803,North,Books,with,288.65
PD_21004804,Argue,Fitness,mind,151.64
PD_21004805,Scene,Fashion,program,377.33
PD_21004806,Growth,Electronics,health,218.44
PD_21004807,Gun,Fashion,whole,287.87
PD_21004808,Stop,Books,decision,217.67
PD_21004809,Memory,Home Appliance,culture,67.73
PD_21004810,Trip,Fitness,to,71.23
PD_21004811,Agency,Fashion,ball,163.34
PD_21004812,Agency,Fashion,save,426.66
PD_21004813,Usually,Electronics,bar,233.02
PD_21004814,Everything,Fashion,team,497.59
PD_21004815,Nothing,Home Appliance,option,374.88
PD_21004816,Ground,Books,huge,33.18
PD_21004817,Mean,Fashion,hear,492.66
PD_21004818,Animal,Electronics,force,412.42
PD_21004819,Set,Electronics,room,214.72
PD_21004820,Seem,Electronics,south,452.01
PD_21004821,Student,Fashion,issue,187.65
PD_21004822,Upon,Electronics,watch,185.03
PD_21004823,Money,Books,involve,337.65
PD_21004824,Culture,Fitness,I,388.89
PD_21004825,Reduce,Fitness,result,473.92
PD_21004826,Position,Electronics,oil,285.6
PD_21004827,Training,Fitness,need,255.93
PD_21004828,Media,Electronics,marriage,254.46
PD_21004829,Agree,Fashion,crime,427.58
PD_21004830,Remain,Fashion,election,473.29
PD_21004831,Kitchen,Electronics,perform,95.23
PD_21004832,Activity,Fitness,ball,432.99
PD_21004833,Cup,Fitness,customer,129.47
PD_21004834,Conference,Fashion,law,157.12
PD_21004835,Around,Electronics,we,25.44
PD_21004836,Mean,Books,onto,14.31
PD_21004837,Form,Books,ground,118.1
PD_21004838,Share,Electronics,month,298.7
PD_21004839,Clear,Fitness,dinner,93.47
PD_21004840,Start,Fashion,arrive,115.93
PD_21004841,Official,Home Appliance,door,485.48
PD_21004842,Edge,Books,summer,297.21
PD_21004843,Pay,Fashion,stuff,233.11
PD_21004844,Tv,Electronics,mission,333.34
PD_21004845,Keep,Fitness,effect,228.77
PD_21004846,Nor,Fashion,his,190.93
PD_21004847,Article,Fashion,good,79.15
PD_21004848,Point,Books,matter,107.56
PD_21004849,Real,Home Appliance,letter,116.66
PD_21004850,Present,Home Appliance,nor,306.83
PD_21004851,Simply,Home Appliance,response,71.77
PD_21004852,Drug,Fitness,check,209.87
PD_21004853,Whatever,Electronics,body,253.94
PD_21004854,Music,Fitness,throughout,382.49
PD_21004855,Begin,Fashion,indicate,331.16
PD_21004856,Nation,Books,art,276.91
PD_21004857,Likely,Home Appliance,Mr,308.04
PD_21004858,Soon,Books,bar,471.13
PD_21004859,Ready,Home Appliance,item,498.87
PD_21004860,Central,Electronics,heart,166.85
PD_21004861,Do,Books,life,351.49
PD_21004862,Event,Fitness,maintain,291.1
PD_21004863,Part,Fashion,TV,404.19
PD_21004864,Memory,Fitness,live,495.14
PD_21004865,Maintain,Books,professor,402.43
PD_21004866,Place,Fashion,arm,229.67
PD_21004867,Opportunity,Fashion,score,211.51
PD_21004868,Option,Electronics,art,313.1
PD_21004869,On,Fashion,attention,58.25
PD_21004870,Prove,Fashion,south,21.83
PD_21004871,Upon,Books,turn,479.95
PD_21004872,New,Fashion,consumer,33.91
PD_21004873,Firm,Electronics,fly,381.54
PD_21004874,Laugh,Electronics,almost,159.91
PD_21004875,Partner,Electronics,office,120.64
PD_21004876,Bar,Fashion,different,88.25
PD_21004877,Bar,Books,cell,480.36
PD_21004878,Message,Fitness,at,135.83
PD_21004879,Fire,Electronics,space,382.43
PD_21004880,Population,Home Appliance,conference,367.92
PD_21004881,Old,Books,smile,486.21
PD_21004882,Soon,Fitness,watch,366.7
PD_21004883,Every,Fashion,most,69.93
PD_21004884,Kitchen,Electronics,threat,428.7
PD_21004885,Market,Books,everyone,472.93
PD_21004886,Citizen,Home Appliance,use,457.79
PD_21004887,Your,Books,civil,257.74
PD_21004888,True,Fashion,appear,486.12
PD_21004889,Buy,Fitness,recognize,232.98
PD_21004890,Old,Electronics,chance,204.76
PD_21004891,Program,Electronics,two,352.35
PD_21004892,Develop,Books,head,438.08
PD_21004893,Identify,Fitness,result,274.37
PD_21004894,Radio,Home Appliance,morning,63.51
PD_21004895,Threat,Books,never,69.7
PD_21004896,Across,Fashion,election,273.0
PD_21004897,Character,Fashion,impact,145.3
PD_21004898,Mind,Electronics,point,434.73
PD_21004899,Best,Fitness,even,178.09
PD_21004900,Work,Fitness,note,20.36
PD_21004901,Nor,Electronics,such,415.47
PD_21004902,With,Fashion,room,176.46
PD_21004903,Goal,Fitness,true,52.47
PD_21004904,Tax,Fitness,general,47.11
PD_21004905,Story,Books,direction,388.29
PD_21004906,Church,Fashion,camera,316.48
PD_21004907,Decide,Fitness,effect,110.62
PD_21004908,Myself,Home Appliance,sing,33.41
PD_21004909,Shake,Fitness,activity,217.68
PD_21004910,Explain,Electronics,happy,151.81
PD_21004911,Allow,Books,big,273.77
PD_21004912,Go,Home Appliance,else,58.03
PD_21004913,Her,Books,western,144.39
PD_21004914,Building,Fitness,your,488.49
PD_21004915,Body,Fashion,that,382.38
PD_21004916,Against,Home Appliance,spend,230.48
PD_21004917,Value,Fashion,citizen,108.4
PD_21004918,Hope,Fitness,see,81.53
PD_21004919,Type,Home Appliance,government,125.48
PD_21004920,Matter,Electronics,field,463.16
PD_21004921,News,Fitness,movie,380.79
PD_21004922,Though,Electronics,fear,315.39
PD_21004923,Safe,Books,behind,424.39
PD_21004924,Section,Books,class,140.7
PD_21004925,Bill,Electronics,risk,330.64
PD_21004926,Itself,Electronics,stop,429.26
PD_21004927,Approach,Home Appliance,region,407.5
PD_21004928,Degree,Home Appliance,work,241.89
PD_21004929,Laugh,Fitness,become,98.32
PD_21004930,Four,Books,skill,32.52
PD_21004931,Ready,Home Appliance,employee,146.46
PD_21004932,Strategy,Home Appliance,whatever,392.27
PD_21004933,Start,Fitness,choose,230.09
PD_21004934,School,Fitness,culture,474.24
PD_21004935,Growth,Home Appliance,such,28.93
PD_21004936,Might,Fashion,doctor,293.54
PD_21004937,Many,Fashion,seem,158.22
PD_21004938,Him,Electronics,power,262.18
PD_21004939,Property,Fitness,next,324.89
PD_21004940,Treatment,Fashion,choose,283.32
PD_21004941,Now,Fashion,realize,360.24
PD_21004942,Expert,Books,wall,81.55
PD_21004943,Gas,Fitness,cold,237.97
PD_21004944,Out,Home Appliance,rock,60.23
PD_21004945,Itself,Fitness,from,492.53
PD_21004946,Likely,Home Appliance,I,367.41
PD_21004947,Pm,Fashion,find,30.5
PD_21004948,He,Fashion,tax,204.22
PD_21004949,Writer,Fitness,professor,386.13
PD_21004950,Ball,Fitness,board,227.63
PD_21004951,Huge,Fitness,moment,83.56
PD_21004952,To,Books,crime,346.28
PD_21004953,Very,Fashion,military,254.26
PD_21004954,Glass,Home Appliance,experience,207.24
PD_21004955,Week,Fitness,put,312.74
PD_21004956,Peace,Home Appliance,able,55.55
PD_21004957,Consider,Electronics,form,240.34
PD_21004958,Member,Books,partner,210.75
PD_21004959,Heavy,Books,even,405.98
PD_21004960,Street,Electronics,under,257.62
PD_21004961,When,Electronics,message,405.43
PD_21004962,Story,Home Appliance,matter,421.71
PD_21004963,Best,Books,space,457.71
PD_21004964,Learn,Fashion,remember,115.53
PD_21004965,Then,Fashion,art,392.1
PD_21004966,Treat,Books,tree,355.82
PD_21004967,Specific,Fashion,cup,323.99
PD_21004968,Street,Fashion,six,395.32
PD_21004969,Ever,Home Appliance,cut,69.25
PD_21004970,Maybe,Fashion,throughout,335.34
PD_21004971,Whatever,Fashion,group,102.41
PD_21004972,Return,Fitness,from,324.82
PD_21004973,Tv,Electronics,often,364.92
PD_21004974,Where,Home Appliance,image,452.5
PD_21004975,Majority,Home Appliance,allow,383.41
PD_21004976,Guy,Electronics,less,327.13
PD_21004977,Forward,Fashion,shoulder,32.29
PD_21004978,Hair,Fashion,increase,291.68
PD_21004979,Hard,Books,white,335.05
PD_21004980,Once,Fitness,role,176.44
PD_21004981,Poor,Fashion,inside,252.58
PD_21004982,Board,Electronics,possible,222.23
PD_21004983,Physical,Fashion,item,443.47
PD_21004984,Hotel,Books,heart,324.32
PD_21004985,Address,Fitness,easy,283.97
PD_21004986,Green,Electronics,couple,492.71
PD_21004987,Size,Home Appliance,offer,345.51
PD_21004988,Me,Fitness,without,299.13
PD_21004989,Cut,Fashion,interest,350.19
PD_21004990,Sit,Books,word,186.7
PD_21004991,Realize,Books,it,495.69
PD_21004992,Audience,Electronics,at,60.24
PD_21004993,How,Home Appliance,risk,125.71
PD_21004994,Investment,Fitness,catch,366.75
PD_21004995,Pull,Electronics,person,396.72
PD_21004996,Effect,Electronics,ready,72.63
PD_21004997,Fly,Fashion,end,29.75
PD_21004998,Herself,Electronics,green,455.53
PD_21004999,Final,Books,discussion,245.96
PD_21005000,Truth,Fashion,measure,42.31
PD_21005001,Plant,Books,term,125.87
PD_21005002,Summer,Fashion,billion,372.15
PD_21005003,Hour,Electronics,eye,123.72
PD_21005004,Technology,Fashion,simply,163.87
PD_21005005,Party,Electronics,defense,42.73
PD_21005006,Into,Books,beat,338.91
PD_21005007,Guess,Books,fear,151.22
PD_21005008,Heavy,Fashion,policy,426.92
PD_21005009,Vote,Fitness,that,345.65
PD_21005010,Sense,Fitness,would,297.46
PD_21005011,Population,Books,color,427.28
PD_21005012,International,Electronics,save,322.9
PD_21005013,Plan,Fashion,responsibility,42.76
PD_21005014,Specific,Fitness,subject,309.15
PD_21005015,Step,Fitness,manager,167.95
PD_21005016,Fear,Fashion,happen,438.99
PD_21005017,Father,Fashion,prevent,471.11
PD_21005018,Above,Home Appliance,but,41.57
PD_21005019,Character,Books,amount,496.02
PD_21005020,Morning,Books,he,262.46
PD_21005021,Door,Home Appliance,between,138.48
PD_21005022,Add,Electronics,strong,413.64
PD_21005023,Truth,Fashion,low,425.19
PD_21005024,Avoid,Fitness,technology,287.37
PD_21005025,Out,Home Appliance,tough,458.86
PD_21005026,Go,Fitness,choice,99.68
PD_21005027,Class,Electronics,similar,131.88
PD_21005028,Popular,Home Appliance,quickly,29.8
PD_21005029,Read,Fashion,discussion,16.0
PD_21005030,Quite,Home Appliance,matter,375.89
PD_21005031,Yard,Home Appliance,doctor,107.62
PD_21005032,International,Electronics,first,400.15
PD_21005033,Table,Electronics,late,406.41
PD_21005034,Newspaper,Fitness,produce,400.71
PD_21005035,Key,Electronics,new,132.12
PD_21005036,Despite,Electronics,report,202.71
PD_21005037,Edge,Fitness,prepare,133.38
PD_21005038,Analysis,Fashion,relate,110.1
PD_21005039,Fish,Fashion,through,495.63
PD_21005040,Increase,Fitness,challenge,323.44
PD_21005041,Thought,Home Appliance,current,301.81
PD_21005042,Operation,Books,age,325.0
PD_21005043,Store,Fashion,skin,269.49
PD_21005044,Reduce,Electronics,environment,315.49
PD_21005045,Few,Books,rest,39.64
PD_21005046,Soon,Fashion,important,148.91
PD_21005047,Simply,Fitness,near,22.06
PD_21005048,Four,Home Appliance,power,175.1
PD_21005049,Together,Home Appliance,arm,148.6
PD_21005050,War,Electronics,simply,317.57
PD_21005051,Indeed,Fitness,exist,232.52
PD_21005052,Wish,Fitness,worry,158.55
PD_21005053,Foreign,Fitness,use,355.86
PD_21005054,Main,Home Appliance,necessary,245.7
PD_21005055,Officer,Fashion,protect,402.94
PD_21005056,Step,Books,open,348.64
PD_21005057,Remain,Fashion,director,406.18
PD_21005058,Treat,Electronics,strong,374.71
PD_21005059,Reflect,Fashion,able,277.58
PD_21005060,Mrs,Books,treat,242.48
PD_21005061,Floor,Home Appliance,role,170.83
PD_21005062,Common,Books,growth,437.78
PD_21005063,So,Books,since,354.29
PD_21005064,Safe,Home Appliance,improve,243.54
PD_21005065,Style,Electronics,house,176.24
PD_21005066,Approach,Books,still,299.99
PD_21005067,Often,Books,whether,353.23
PD_21005068,Future,Fitness,key,476.71
PD_21005069,She,Home Appliance,bad,216.45
PD_21005070,Us,Fashion,million,392.58
PD_21005071,Give,Electronics,as,200.38
PD_21005072,Beat,Fitness,organization,440.28
PD_21005073,Music,Books,energy,170.3
PD_21005074,College,Books,season,332.28
PD_21005075,Look,Home Appliance,available,450.94
PD_21005076,Mind,Electronics,later,256.7
PD_21005077,Quality,Fitness,behind,463.48
PD_21005078,Break,Fitness,great,44.39
PD_21005079,Decide,Electronics,opportunity,322.79
PD_21005080,Usually,Books,church,45.52
PD_21005081,Foreign,Electronics,wonder,482.25
PD_21005082,Moment,Books,fund,169.12
PD_21005083,Benefit,Fitness,leave,305.39
PD_21005084,Meeting,Home Appliance,bill,75.77
PD_21005085,Information,Fashion,trade,299.16
PD_21005086,Available,Books,PM,80.74
PD_21005087,Organization,Fitness,something,263.22
PD_21005088,Citizen,Home Appliance,attorney,363.01
PD_21005089,Heart,Electronics,better,379.33
PD_21005090,Huge,Electronics,nearly,101.29
PD_21005091,Between,Fitness,positive,466.98
PD_21005092,Little,Fashion,safe,287.18
PD_21005093,Simply,Electronics,federal,241.53
PD_21005094,Board,Fitness,exactly,479.68
PD_21005095,Southern,Fashion,against,377.26
PD_21005096,Table,Books,avoid,130.21
PD_21005097,Customer,Electronics,wear,112.94
PD_21005098,Record,Fashion,positive,370.58
PD_21005099,Control,Books,TV,32.97
PD_21005100,Member,Fitness,hope,127.23
PD_21005101,War,Electronics,affect,475.3
PD_21005102,Boy,Fashion,home,405.2
PD_21005103,Lay,Books,history,118.93
PD_21005104,Short,Fitness,together,195.26
PD_21005105,Probably,Home Appliance,current,484.59
PD_21005106,Father,Fitness,strategy,260.14
PD_21005107,Market,Electronics,perhaps,481.82
PD_21005108,Executive,Electronics,them,285.29
PD_21005109,May,Fashion,occur,284.41
PD_21005110,Four,Books,wrong,185.04
PD_21005111,Fast,Home Appliance,five,113.06
PD_21005112,Network,Books,set,435.37
PD_21005113,Represent,Fashion,build,312.47
PD_21005114,Sometimes,Electronics,service,413.57
PD_21005115,Dream,Fitness,plan,380.65
PD_21005116,Air,Fitness,than,303.36
PD_21005117,Different,Home Appliance,others,336.42
PD_21005118,Represent,Home Appliance,thought,150.22
PD_21005119,Evidence,Fashion,develop,284.24
PD_21005120,Garden,Fashion,parent,252.54
PD_21005121,Break,Home Appliance,town,464.98
PD_21005122,Great,Fashion,avoid,64.73
PD_21005123,Source,Home Appliance,service,327.61
PD_21005124,Anyone,Fashion,issue,156.29
PD_21005125,Bring,Books,hear,331.77
PD_21005126,Serve,Fashion,during,402.34
PD_21005127,Best,Books,drop,163.77
PD_21005128,Morning,Home Appliance,conference,196.41
PD_21005129,Brother,Home Appliance,important,86.68
PD_21005130,Perhaps,Fitness,space,223.75
PD_21005131,First,Home Appliance,high,369.96
PD_21005132,Threat,Home Appliance,pay,29.86
PD_21005133,Big,Fitness,hear,418.77
PD_21005134,Suddenly,Electronics,lawyer,15.27
PD_21005135,Bad,Fitness,arm,129.18
PD_21005136,Body,Electronics,head,47.48
PD_21005137,Agent,Home Appliance,police,350.62
