Tr_ID,Or_ID,Transaction_Mode,Tran_Status
TR_41006192,OR_31001928,Wallet,Failed
TR_41006193,OR_31006387,Net Banking,Failed
TR_41006194,OR_31004249,Debit Card,Successful
TR_41006195,OR_31008676,Debit Card,Successful
TR_41006196,OR_31005137,UPI,Successful
TR_41006197,OR_31009354,Wallet,Failed
TR_41006198,OR_31006309,Net Banking,Successful
TR_41006199,OR_31000816,Net Banking,Failed
TR_41006200,OR_31001709,UPI,Failed
TR_41006201,OR_31008164,Debit Card,Successful
TR_41006202,OR_31007772,Credit Card,Failed
TR_41006203,OR_31006823,Net Banking,Failed
TR_41006204,OR_31001814,UPI,Failed
TR_41006205,OR_31008231,Wallet,Successful
TR_41006206,OR_31006073,Credit Card,Successful
TR_41006207,OR_31008254,Wallet,Failed
TR_41006208,OR_31008261,UPI,Failed
TR_41006209,OR_31002857,UPI,Failed
TR_41006210,OR_31005635,Net Banking,Failed
TR_41006211,OR_31005025,Credit Card,Failed
TR_41006212,OR_31008147,UPI,Successful
TR_41006213,OR_31007275,Net Banking,Failed
TR_41006214,OR_31008350,Credit Card,Failed
TR_41006215,OR_31009758,Wallet,Successful
TR_41006216,OR_31004408,Net Banking,Successful
TR_41006217,OR_31005281,UPI,Successful
TR_41006218,OR_31004782,Net Banking,Failed
TR_41006219,OR_31001437,Net Banking,Failed
TR_41006220,OR_31009120,Debit Card,Successful
TR_41006221,OR_31006324,Credit Card,Failed
TR_41006222,OR_31003644,Debit Card,Failed
TR_41006223,OR_31002646,Debit Card,Successful
TR_41006224,OR_31006870,Net Banking,Successful
TR_41006225,OR_31007217,UPI,Successful
TR_41006226,OR_31008460,Debit Card,Successful
TR_41006227,OR_31006233,Net Banking,Successful
TR_41006228,OR_31005561,UPI,Failed
TR_41006229,OR_31005431,Credit Card,Successful
TR_41006230,OR_31004938,Debit Card,Successful
TR_41006231,OR_31003498,Credit Card,Successful
TR_41006232,OR_31004592,Credit Card,Failed
TR_41006233,OR_31006751,Credit Card,Successful
TR_41006234,OR_31002675,Wallet,Successful
TR_41006235,OR_31008653,Credit Card,Failed
TR_41006236,OR_31003613,UPI,Successful
TR_41006237,OR_31007731,Net Banking,Successful
TR_41006238,OR_31006039,Debit Card,Successful
TR_41006239,OR_31007818,Net Banking,Successful
TR_41006240,OR_31008203,Net Banking,Failed
TR_41006241,OR_31004096,UPI,Failed
TR_41006242,OR_31000879,UPI,Successful
TR_41006243,OR_31006101,Debit Card,Failed
TR_41006244,OR_31005757,Debit Card,Successful
TR_41006245,OR_31007325,Credit Card,Failed
TR_41006246,OR_31008152,Wallet,Failed
TR_41006247,OR_31004123,Debit Card,Failed
TR_41006248,OR_31000456,Net Banking,Failed
TR_41006249,OR_31006820,Net Banking,Successful
TR_41006250,OR_31000604,Debit Card,Successful
TR_41006251,OR_31003130,Wallet,Successful
TR_41006252,OR_31003580,Net Banking,Failed
TR_41006253,OR_31001594,UPI,Successful
TR_41006254,OR_31008627,Debit Card,Failed
TR_41006255,OR_31002901,Debit Card,Failed
TR_41006256,OR_31004000,Debit Card,Failed
TR_41006257,OR_31002702,Credit Card,Failed
TR_41006258,OR_31005099,UPI,Failed
TR_41006259,OR_31009168,Credit Card,Failed
TR_41006260,OR_31005876,Wallet,Failed
TR_41006261,OR_31008693,Debit Card,Failed
TR_41006262,OR_31005739,Credit Card,Successful
TR_41006263,OR_31005173,UPI,Successful
TR_41006264,OR_31003496,UPI,Failed
TR_41006265,OR_31004351,Credit Card,Failed
TR_41006266,OR_31003864,Net Banking,Failed
TR_41006267,OR_31001950,Credit Card,Successful
TR_41006268,OR_31007248,Credit Card,Failed
TR_41006269,OR_31000350,Debit Card,Failed
TR_41006270,OR_31007771,Credit Card,Successful
TR_41006271,OR_31003652,Credit Card,Successful
TR_41006272,OR_31003432,Wallet,Failed
TR_41006273,OR_31006788,Wallet,Failed
TR_41006274,OR_31004214,Net Banking,Failed
TR_41006275,OR_31002064,Debit Card,Failed
TR_41006276,OR_31006333,Wallet,Failed
TR_41006277,OR_31006238,Debit Card,Failed
TR_41006278,OR_31005188,Net Banking,Failed
TR_41006279,OR_31005482,UPI,Successful
TR_41006280,OR_31007078,Credit Card,Failed
TR_41006281,OR_31005150,Wallet,Failed
TR_41006282,OR_31009165,Credit Card,Failed
TR_41006283,OR_31004757,Net Banking,Successful
TR_41006284,OR_31000294,Credit Card,Successful
TR_41006285,OR_31002665,Credit Card,Failed
TR_41006286,OR_31001154,Credit Card,Failed
TR_41006287,OR_31009441,UPI,Failed
TR_41006288,OR_31002088,Wallet,Failed
TR_41006289,OR_31006082,Net Banking,Failed
TR_41006290,OR_31004365,Net Banking,Successful
TR_41006291,OR_31003260,Credit Card,Successful
TR_41006292,OR_31003847,Credit Card,Successful
TR_41006293,OR_31008942,UPI,Successful
TR_41006294,OR_31003018,Wallet,Failed
TR_41006295,OR_31003399,Debit Card,Successful
TR_41006296,OR_31004140,Wallet,Failed
TR_41006297,OR_31009881,Wallet,Failed
TR_41006298,OR_31002341,Net Banking,Successful
TR_41006299,OR_31009165,Debit Card,Successful
TR_41006300,OR_31002454,Net Banking,Successful
TR_41006301,OR_31005734,Net Banking,Successful
TR_41006302,OR_31001458,Net Banking,Failed
TR_41006303,OR_31006023,UPI,Successful
TR_41006304,OR_31004735,UPI,Successful
TR_41006305,OR_31001921,Debit Card,Successful
TR_41006306,OR_31005999,Credit Card,Failed
TR_41006307,OR_31008395,Net Banking,Successful
TR_41006308,OR_31001473,UPI,Failed
TR_41006309,OR_31006956,Credit Card,Successful
TR_41006310,OR_31000063,Wallet,Successful
TR_41006311,OR_31006289,Debit Card,Successful
TR_41006312,OR_31004795,Net Banking,Failed
TR_41006313,OR_31004007,Net Banking,Failed
TR_41006314,OR_31001836,Wallet,Successful
TR_41006315,OR_31008906,Credit Card,Failed
TR_41006316,OR_31007512,Debit Card,Failed
TR_41006317,OR_31003946,Debit Card,Successful
TR_41006318,OR_31005917,Net Banking,Successful
TR_41006319,OR_31009650,Wallet,Successful
TR_41006320,OR_31004891,Credit Card,Successful
TR_41006321,OR_31000634,UPI,Failed
TR_41006322,OR_31000761,UPI,Failed
TR_41006323,OR_31005260,Debit Card,Failed
TR_41006324,OR_31006162,UPI,Successful
TR_41006325,OR_31000630,Credit Card,Successful
TR_41006326,OR_31009991,Wallet,Successful
TR_41006327,OR_31005328,Credit Card,Failed
TR_41006328,OR_31009856,UPI,Successful
TR_41006329,OR_31008463,Net Banking,Successful
TR_41006330,OR_31007562,Debit Card,Failed
TR_41006331,OR_31001462,Credit Card,Failed
TR_41006332,OR_31007207,Credit Card,Failed
TR_41006333,OR_31004331,Wallet,Failed
TR_41006334,OR_31001943,Wallet,Failed
TR_41006335,OR_31003863,UPI,Failed
TR_41006336,OR_31003233,Net Banking,Failed
TR_41006337,OR_31007517,Debit Card,Successful
TR_41006338,OR_31008652,Debit Card,Successful
TR_41006339,OR_31001335,Credit Card,Failed
TR_41006340,OR_31000419,UPI,Failed
TR_41006341,OR_31004271,Debit Card,Failed
TR_41006342,OR_31007913,Credit Card,Successful
TR_41006343,OR_31007001,Debit Card,Successful
TR_41006344,OR_31008324,UPI,Failed
TR_41006345,OR_31009900,Net Banking,Failed
TR_41006346,OR_31001322,Wallet,Successful
TR_41006347,OR_31008450,Net Banking,Successful
TR_41006348,OR_31004737,Wallet,Successful
TR_41006349,OR_31006043,Debit Card,Successful
TR_41006350,OR_31009606,Net Banking,Failed
TR_41006351,OR_31007755,Wallet,Successful
TR_41006352,OR_31006607,Wallet,Successful
TR_41006353,OR_31005118,Credit Card,Failed
TR_41006354,OR_31008143,UPI,Failed
TR_41006355,OR_31001065,Wallet,Failed
TR_41006356,OR_31005450,Debit Card,Failed
TR_41006357,OR_31006657,Wallet,Failed
TR_41006358,OR_31003167,Net Banking,Successful
TR_41006359,OR_31008945,UPI,Failed
TR_41006360,OR_31005634,Net Banking,Successful
TR_41006361,OR_31007227,Net Banking,Successful
TR_41006362,OR_31001352,Net Banking,Failed
TR_41006363,OR_31006753,Wallet,Failed
TR_41006364,OR_31005184,Debit Card,Successful
TR_41006365,OR_31004618,Credit Card,Successful
TR_41006366,OR_31000200,Wallet,Successful
TR_41006367,OR_31009035,UPI,Failed
TR_41006368,OR_31000349,Credit Card,Failed
TR_41006369,OR_31004386,Wallet,Failed
TR_41006370,OR_31008767,Net Banking,Successful
TR_41006371,OR_31004084,Debit Card,Failed
TR_41006372,OR_31009171,Net Banking,Successful
TR_41006373,OR_31006922,UPI,Failed
TR_41006374,OR_31004358,Net Banking,Failed
TR_41006375,OR_31002156,Wallet,Failed
TR_41006376,OR_31001697,Debit Card,Successful
TR_41006377,OR_31003625,Credit Card,Failed
TR_41006378,OR_31004096,UPI,Failed
TR_41006379,OR_31009954,Debit Card,Successful
TR_41006380,OR_31002517,Credit Card,Failed
TR_41006381,OR_31009692,Debit Card,Failed
TR_41006382,OR_31000461,UPI,Successful
TR_41006383,OR_31000275,Net Banking,Successful
TR_41006384,OR_31001287,Wallet,Successful
TR_41006385,OR_31007857,Credit Card,Failed
TR_41006386,OR_31004665,Credit Card,Failed
TR_41006387,OR_31008685,Wallet,Successful
TR_41006388,OR_31005865,Debit Card,Successful
TR_41006389,OR_31003058,Debit Card,Failed
TR_41006390,OR_31004553,Debit Card,Failed
TR_41006391,OR_31004227,UPI,Failed
TR_41006392,OR_31002950,Debit Card,Successful
TR_41006393,OR_31009244,Wallet,Failed
TR_41006394,OR_31007879,Credit Card,Failed
TR_41006395,OR_31007995,Credit Card,Failed
TR_41006396,OR_31005512,UPI,Failed
TR_41006397,OR_31006973,Net Banking,Successful
TR_41006398,OR_31003509,UPI,Failed
TR_41006399,OR_31008152,Debit Card,Failed
TR_41006400,OR_31001365,UPI,Failed
TR_41006401,OR_31009229,Credit Card,Successful
TR_41006402,OR_31002080,Wallet,Successful
TR_41006403,OR_31006542,Net Banking,Failed
TR_41006404,OR_31009494,Debit Card,Successful
TR_41006405,OR_31002757,Credit Card,Successful
TR_41006406,OR_31003926,Net Banking,Failed
TR_41006407,OR_31000837,Credit Card,Failed
TR_41006408,OR_31004990,UPI,Successful
TR_41006409,OR_31007078,Credit Card,Successful
TR_41006410,OR_31003232,Wallet,Failed
TR_41006411,OR_31001179,Net Banking,Failed
TR_41006412,OR_31002603,Debit Card,Failed
TR_41006413,OR_31002213,Wallet,Failed
TR_41006414,OR_31001735,Wallet,Failed
TR_41006415,OR_31001316,Credit Card,Successful
TR_41006416,OR_31004172,Debit Card,Successful
TR_41006417,OR_31002181,UPI,Failed
TR_41006418,OR_31005912,Debit Card,Failed
TR_41006419,OR_31002158,UPI,Successful
TR_41006420,OR_31000384,Credit Card,Failed
TR_41006421,OR_31001173,UPI,Successful
TR_41006422,OR_31009464,Net Banking,Successful
TR_41006423,OR_31009229,Debit Card,Failed
TR_41006424,OR_31005547,Debit Card,Successful
TR_41006425,OR_31007672,Wallet,Successful
TR_41006426,OR_31003288,Credit Card,Successful
TR_41006427,OR_31000777,Credit Card,Successful
TR_41006428,OR_31003302,Credit Card,Failed
TR_41006429,OR_31009429,UPI,Failed
TR_41006430,OR_31003103,UPI,Successful
TR_41006431,OR_31005772,UPI,Successful
TR_41006432,OR_31007371,Wallet,Successful
TR_41006433,OR_31006152,Credit Card,Failed
TR_41006434,OR_31005157,UPI,Failed
TR_41006435,OR_31004253,Net Banking,Failed
TR_41006436,OR_31004749,Wallet,Failed
TR_41006437,OR_31007045,Credit Card,Successful
TR_41006438,OR_31008082,Net Banking,Successful
TR_41006439,OR_31007776,UPI,Failed
TR_41006440,OR_31007592,Wallet,Successful
TR_41006441,OR_31006453,Net Banking,Successful
TR_41006442,OR_31006448,UPI,Successful
TR_41006443,OR_31000992,Debit Card,Successful
TR_41006444,OR_31007121,Credit Card,Successful
TR_41006445,OR_31001668,Debit Card,Failed
TR_41006446,OR_31001359,Net Banking,Successful
TR_41006447,OR_31000473,Debit Card,Failed
TR_41006448,OR_31007527,Credit Card,Successful
TR_41006449,OR_31006165,Net Banking,Failed
TR_41006450,OR_31001104,Credit Card,Successful
TR_41006451,OR_31002971,Wallet,Successful
TR_41006452,OR_31003613,Net Banking,Successful
TR_41006453,OR_31004088,Wallet,Successful
TR_41006454,OR_31004203,Wallet,Failed
TR_41006455,OR_31003385,Wallet,Successful
TR_41006456,OR_31005275,Net Banking,Failed
TR_41006457,OR_31009188,Debit Card,Failed
TR_41006458,OR_31000667,UPI,Failed
TR_41006459,OR_31004080,Wallet,Failed
TR_41006460,OR_31004395,UPI,Successful
TR_41006461,OR_31004198,Net Banking,Failed
TR_41006462,OR_31001358,Net Banking,Failed
TR_41006463,OR_31005754,Net Banking,Successful
TR_41006464,OR_31005912,Net Banking,Failed
TR_41006465,OR_31006167,Credit Card,Failed
TR_41006466,OR_31005365,Debit Card,Failed
TR_41006467,OR_31004142,Debit Card,Successful
TR_41006468,OR_31006018,UPI,Failed
TR_41006469,OR_31004070,Wallet,Successful
TR_41006470,OR_31002925,Wallet,Successful
TR_41006471,OR_31002251,Credit Card,Failed
TR_41006472,OR_31000968,Debit Card,Failed
TR_41006473,OR_31000853,Credit Card,Successful
TR_41006474,OR_31005423,Net Banking,Successful
TR_41006475,OR_31009619,Net Banking,Failed
TR_41006476,OR_31000057,Credit Card,Successful
TR_41006477,OR_31002439,UPI,Failed
TR_41006478,OR_31008383,UPI,Successful
TR_41006479,OR_31003267,UPI,Successful
TR_41006480,OR_31004478,Wallet,Successful
TR_41006481,OR_31005253,Wallet,Failed
TR_41006482,OR_31002061,Credit Card,Failed
TR_41006483,OR_31009101,Net Banking,Failed
TR_41006484,OR_31009673,Wallet,Failed
TR_41006485,OR_31003873,Net Banking,Failed
TR_41006486,OR_31005775,Wallet,Failed
TR_41006487,OR_31005280,Wallet,Failed
TR_41006488,OR_31007232,Net Banking,Successful
TR_41006489,OR_31000365,Net Banking,Successful
TR_41006490,OR_31009143,Net Banking,Failed
TR_41006491,OR_31001698,Debit Card,Failed
TR_41006492,OR_31003058,Credit Card,Failed
TR_41006493,OR_31005157,Debit Card,Failed
TR_41006494,OR_31007821,Wallet,Failed
TR_41006495,OR_31008007,Net Banking,Failed
TR_41006496,OR_31000465,Net Banking,Failed
TR_41006497,OR_31005464,Debit Card,Failed
TR_41006498,OR_31003241,UPI,Failed
TR_41006499,OR_31005518,Credit Card,Failed
TR_41006500,OR_31000569,Net Banking,Failed
TR_41006501,OR_31002246,Debit Card,Successful
TR_41006502,OR_31009066,Debit Card,Failed
TR_41006503,OR_31007062,UPI,Successful
TR_41006504,OR_31003787,Credit Card,Successful
TR_41006505,OR_31006172,Net Banking,Failed
TR_41006506,OR_31004039,Net Banking,Failed
TR_41006507,OR_31009190,Wallet,Successful
TR_41006508,OR_31003677,Debit Card,Failed
TR_41006509,OR_31006578,Credit Card,Successful
TR_41006510,OR_31003075,Wallet,Successful
TR_41006511,OR_31009610,Wallet,Successful
TR_41006512,OR_31000467,Wallet,Failed
TR_41006513,OR_31001621,Net Banking,Failed
TR_41006514,OR_31002774,Net Banking,Failed
TR_41006515,OR_31003338,Debit Card,Successful
TR_41006516,OR_31009275,Credit Card,Failed
TR_41006517,OR_31007728,UPI,Failed
TR_41006518,OR_31002417,Credit Card,Failed
TR_41006519,OR_31004676,Net Banking,Successful
TR_41006520,OR_31005398,UPI,Failed
TR_41006521,OR_31009878,Credit Card,Successful
TR_41006522,OR_31000120,Wallet,Successful
TR_41006523,OR_31000166,Net Banking,Failed
TR_41006524,OR_31001653,UPI,Failed
TR_41006525,OR_31002493,UPI,Failed
TR_41006526,OR_31000642,Debit Card,Successful
TR_41006527,OR_31004044,Credit Card,Successful
TR_41006528,OR_31009703,Debit Card,Successful
TR_41006529,OR_31002381,Wallet,Failed
TR_41006530,OR_31004009,UPI,Failed
TR_41006531,OR_31004723,Credit Card,Successful
TR_41006532,OR_31004842,Net Banking,Successful
TR_41006533,OR_31001781,Net Banking,Successful
TR_41006534,OR_31009344,Credit Card,Failed
TR_41006535,OR_31003974,Debit Card,Failed
TR_41006536,OR_31004354,Wallet,Successful
TR_41006537,OR_31008567,Net Banking,Successful
TR_41006538,OR_31001621,Net Banking,Failed
TR_41006539,OR_31004662,UPI,Successful
TR_41006540,OR_31000427,Net Banking,Failed
TR_41006541,OR_31001312,UPI,Successful
TR_41006542,OR_31005409,Wallet,Successful
TR_41006543,OR_31008387,Wallet,Failed
TR_41006544,OR_31005435,UPI,Failed
TR_41006545,OR_31004315,Net Banking,Successful
TR_41006546,OR_31009042,Debit Card,Failed
TR_41006547,OR_31006021,Net Banking,Failed
TR_41006548,OR_31001631,Wallet,Successful
TR_41006549,OR_31001033,Debit Card,Successful
TR_41006550,OR_31008262,Credit Card,Failed
TR_41006551,OR_31009496,Wallet,Failed
TR_41006552,OR_31005657,UPI,Failed
TR_41006553,OR_31002506,UPI,Successful
TR_41006554,OR_31003321,Wallet,Successful
TR_41006555,OR_31000501,Wallet,Successful
TR_41006556,OR_31006318,Net Banking,Successful
TR_41006557,OR_31001453,Credit Card,Failed
TR_41006558,OR_31004097,Credit Card,Successful
TR_41006559,OR_31008945,Debit Card,Failed
TR_41006560,OR_31000149,Wallet,Successful
TR_41006561,OR_31006217,Wallet,Successful
TR_41006562,OR_31003128,Credit Card,Failed
TR_41006563,OR_31005824,Debit Card,Successful
TR_41006564,OR_31000062,Credit Card,Successful
TR_41006565,OR_31001227,Credit Card,Successful
TR_41006566,OR_31005286,Debit Card,Successful
TR_41006567,OR_31007928,Credit Card,Failed
TR_41006568,OR_31002027,Wallet,Successful
TR_41006569,OR_31000456,Net Banking,Failed
TR_41006570,OR_31000853,Net Banking,Failed
TR_41006571,OR_31009548,UPI,Failed
TR_41006572,OR_31004773,Debit Card,Successful
TR_41006573,OR_31006844,Credit Card,Failed
TR_41006574,OR_31006537,Credit Card,Successful
TR_41006575,OR_31009019,Debit Card,Successful
TR_41006576,OR_31001950,Debit Card,Failed
TR_41006577,OR_31004451,Debit Card,Failed
TR_41006578,OR_31009097,Net Banking,Successful
TR_41006579,OR_31001577,Credit Card,Failed
TR_41006580,OR_31003929,Net Banking,Successful
TR_41006581,OR_31009885,Wallet,Failed
TR_41006582,OR_31003554,Wallet,Successful
TR_41006583,OR_31006304,Debit Card,Successful
TR_41006584,OR_31005121,Credit Card,Successful
TR_41006585,OR_31000604,UPI,Failed
TR_41006586,OR_31000412,UPI,Successful
TR_41006587,OR_31000872,Debit Card,Successful
TR_41006588,OR_31001458,Net Banking,Failed
TR_41006589,OR_31003080,UPI,Successful
TR_41006590,OR_31004563,Credit Card,Failed
TR_41006591,OR_31000631,Wallet,Failed
TR_41006592,OR_31007835,Debit Card,Successful
TR_41006593,OR_31007970,Wallet,Failed
TR_41006594,OR_31002419,Debit Card,Failed
TR_41006595,OR_31000818,Wallet,Failed
TR_41006596,OR_31006067,UPI,Successful
TR_41006597,OR_31007136,Net Banking,Successful
TR_41006598,OR_31006968,Debit Card,Failed
TR_41006599,OR_31005480,Debit Card,Successful
TR_41006600,OR_31009546,Debit Card,Failed
TR_41006601,OR_31007139,Wallet,Failed
TR_41006602,OR_31007289,Debit Card,Failed
TR_41006603,OR_31009564,UPI,Successful
TR_41006604,OR_31004155,Wallet,Successful
TR_41006605,OR_31006562,Net Banking,Failed
TR_41006606,OR_31003853,UPI,Failed
TR_41006607,OR_31003607,UPI,Failed
TR_41006608,OR_31006436,Debit Card,Failed
TR_41006609,OR_31009859,UPI,Successful
TR_41006610,OR_31000528,UPI,Failed
TR_41006611,OR_31003627,Credit Card,Failed
TR_41006612,OR_31006543,Credit Card,Failed
TR_41006613,OR_31009465,Credit Card,Failed
TR_41006614,OR_31009843,Debit Card,Failed
TR_41006615,OR_31006600,Net Banking,Failed
TR_41006616,OR_31008209,Debit Card,Successful
TR_41006617,OR_31002743,Credit Card,Failed
TR_41006618,OR_31001733,Debit Card,Failed
TR_41006619,OR_31007307,UPI,Failed
TR_41006620,OR_31000805,UPI,Successful
TR_41006621,OR_31003223,Credit Card,Successful
TR_41006622,OR_31004703,Debit Card,Successful
TR_41006623,OR_31008507,UPI,Failed
TR_41006624,OR_31002062,Credit Card,Successful
TR_41006625,OR_31004389,Debit Card,Successful
TR_41006626,OR_31000384,Debit Card,Failed
TR_41006627,OR_31007813,Credit Card,Successful
TR_41006628,OR_31001910,Credit Card,Failed
TR_41006629,OR_31009730,Wallet,Successful
TR_41006630,OR_31001957,Credit Card,Successful
TR_41006631,OR_31006211,Net Banking,Successful
TR_41006632,OR_31008049,Debit Card,Successful
TR_41006633,OR_31007895,Debit Card,Successful
TR_41006634,OR_31007790,Wallet,Successful
TR_41006635,OR_31004141,Debit Card,Failed
TR_41006636,OR_31004712,UPI,Failed
TR_41006637,OR_31001657,Net Banking,Successful
